0,1,2,3,4,5,6,7,8,9,10,11,12,target
1.5914894,-0.5327746,0.3179706,-1.1631649,1.7729098,0.8719489,1.131645,-0.6051062,1.2350358,0.27582046,0.41288096,1.9414303,1.0243005,0
0.28316313,-0.46776578,-0.7889848,-2.504327,-0.0018603461,0.6392145,0.82050616,-0.7704187,-0.5288774,-0.29302728,0.4590762,1.1804857,0.9759327,0
0.23235434,0.070878915,1.2340716,-0.24873613,0.06387188,0.8719489,1.3183281,-0.43979365,2.1431892,0.29387912,0.3666857,0.8439141,1.4112421,0
1.7693202,-0.30988717,0.58516675,-0.7973934,0.8526586,2.5010896,1.5776105,-0.9357312,1.0429264,1.250988,-0.41863358,1.2536535,2.362474,0
0.33397192,0.2844794,1.9974891,0.4828069,1.1813197,0.8719489,0.7479071,0.30411264,0.41420493,-0.32011527,0.41288096,0.49270886,-0.03978929,0
1.5533829,-0.48633975,0.39431235,-1.2850888,0.7869264,1.6011833,1.4738976,-0.10916864,0.6761722,0.7769482,0.4590762,0.37564048,2.2657385,0
1.7947247,-0.384183,0.39431235,-1.4679744,-0.26478925,0.40648013,0.57159513,-0.43979365,0.6936367,0.09974854,0.32049045,1.4438896,1.7498162,0
1.3755522,-0.12414762,1.0050464,-0.5535457,1.3785164,0.5616364,0.56122386,-0.3571374,-0.5812709,0.009455241,0.50527143,1.4438896,1.7659388,0
2.3536212,-0.5977835,-0.67447215,-1.6508602,-0.19905703,0.8719489,1.0486746,-0.5224499,0.6936367,0.07717521,0.597662,0.37564048,0.95981014,0
1.1215081,-0.86710584,-0.2927634,-1.041241,-0.1333248,1.1512302,1.2249866,-1.1010437,0.46659836,0.9891375,0.2742952,1.399989,0.95981014,0
1.426361,-0.11486064,-0.17825079,-0.43162188,0.3268008,1.1046833,1.4012985,-1.1010437,1.3922162,0.32548177,1.3829812,0.8439141,2.4592092,0
1.4517653,-0.74637514,-0.101909034,-0.7973934,-0.3305215,-0.058988653,0.4782535,-0.7704187,-0.022407267,-0.013118082,1.0134193,0.3317398,1.717571,0
0.981784,-0.5142007,0.24162884,-1.041241,-0.72491485,0.5616364,0.82050616,-0.5224499,0.39674044,0.2577618,0.92102873,0.44880822,1.8465515,0
2.2520037,-0.5142007,0.16528709,-2.443365,-0.5934504,1.3374177,1.7850363,0.6347377,2.1431892,0.1674685,1.3829812,0.20003787,1.2983842,0
1.7820225,-0.384183,0.12711622,-2.2604795,0.12960412,1.6477302,1.7331798,-0.5224499,2.4051564,1.1155481,1.152005,0.59514374,2.5785162,0
0.8293576,-0.43990487,1.3485843,-0.6754695,0.7869264,0.949527,0.97607553,-0.43979365,-0.21451662,1.0252547,1.521567,0.41954112,1.8143064,0
1.6804049,-0.3377481,1.424926,0.17799729,1.3127842,0.8719489,1.2146152,-0.1918249,0.6761722,0.5286417,0.5514667,0.08296947,1.717571,0
1.0834016,-0.6627923,1.0432172,0.17799729,0.98412305,1.1046833,1.4842688,0.38676888,0.23956004,0.7092283,0.8286382,-0.034098934,1.2338939,0
1.5406806,-0.6442184,0.508825,-0.88883626,0.5239975,1.6477302,2.0339472,-0.27448115,0.48406285,1.6573079,1.2905908,0.3317398,3.0073767,0
0.84205985,0.7581153,0.814192,-1.2850888,1.0498554,0.71679264,1.100531,-1.514325,0.13477312,0.032028563,0.043318942,1.1219516,0.31490728,0
1.3755522,-0.60707045,-0.25459254,-1.041241,1.7071776,1.1822615,1.2457291,-0.9357312,0.9032106,0.28033513,0.6438572,1.6341258,0.10531385,0
-0.059796195,1.4082037,1.1577299,-0.24873613,0.12960412,0.2668395,0.45751095,-0.8530749,0.6936367,-0.23885131,0.3666857,1.3560883,0.07306871,0
0.9309752,-0.39346996,0.050774466,-0.8583553,0.06387188,0.577152,0.94496167,-0.68776244,0.18716659,-0.5548778,0.7362477,2.0584986,0.927565,0
-0.16141377,-0.6349314,0.6615085,-0.49258378,-0.3305215,0.37544888,0.4160258,-0.7704187,-0.21451662,-0.4961872,0.6438572,1.5170574,0.8630747,0
0.6642291,-0.43990487,1.0050464,0.17799729,-0.26478925,0.453027,0.6649368,-0.6051062,0.13477312,-0.6812884,0.782443,1.7950948,0.31490728,0
0.09263018,-0.2170174,3.3334699,1.7020452,1.5757132,0.60818326,0.73753583,0.96536267,0.5888498,-0.65420043,0.8286382,0.8878147,0.26653957,0
0.5245049,-0.47705278,1.0432172,-1.0107601,-0.46198595,0.949527,1.0071894,-0.10916864,-0.23198111,-0.10341138,-0.14146206,0.91708183,1.4434873,0
0.41018513,-0.5234877,-0.7889848,-0.7364315,-0.3962537,0.25132388,0.22934252,-0.68776244,-0.406626,-0.48715788,0.32049045,0.25857207,1.7336936,0
1.1342103,-0.35632205,1.730293,-0.004888456,0.45826524,1.1046833,1.0383033,0.13880013,0.309418,-0.23885131,1.3829812,1.1804857,0.5406233,0
1.3247434,-0.56063557,-0.52178866,-1.041241,-0.26478925,0.6392145,0.3745406,-0.7704187,0.6936367,-0.14855802,0.41288096,1.4585232,0.927565,0
0.9563796,-0.72780114,1.3485843,0.9400213,0.06387188,1.1822615,1.3286995,-0.5224499,1.3922162,0.30290845,1.1058097,0.17077076,1.7336936,0
0.76584667,-0.5792095,0.050774466,-0.09633133,0.39253303,0.96504265,1.2664717,-1.1010437,0.6412432,0.8446682,0.6438572,0.41954112,2.4753318,0
0.89286864,-0.4213309,0.050774466,-0.6754695,0.26106855,0.28235513,0.7479071,0.5520814,0.6761722,-0.53681916,1.2905908,0.40490758,0.7824619,0
0.9944862,-0.6999402,1.3485843,0.025592502,2.1015708,1.1046833,0.79976356,1.2133315,-0.406626,0.1674685,1.3829812,0.59514374,1.5724678,0
0.67693126,-0.44919184,1.1577299,-0.1268123,0.6554619,0.17374574,0.58196646,-0.5224499,-0.07480073,-0.37429124,0.69005245,0.40490758,1.1210358,0
0.6388247,-0.43990487,0.24162884,0.33040208,-0.0018603461,0.71679264,1.0486746,-0.7704187,0.48406285,0.032028563,0.41288096,1.2829206,0.5567458,0
0.38478073,-0.5977835,1.8829765,-1.1936458,0.6554619,0.5616364,0.73753583,-0.10916864,-0.3891615,-0.19370466,0.6438572,0.2732056,0.42776528,0
0.09263018,-0.5884965,0.7760211,-0.43162188,-0.1333248,0.328902,0.4782535,-0.5224499,-0.2494456,-0.35171792,0.782443,-0.12190023,1.153281,0
0.11803457,-0.72780114,-0.94166833,-1.1936458,-0.1333248,0.25132388,0.69605064,-0.6051062,-0.371697,-0.60002446,1.0596144,0.14150366,0.8791973,0
1.5787873,1.5846562,0.6233376,-1.8947079,1.838642,1.1822615,1.1109023,-1.2663562,0.8682816,0.032028563,-0.2800478,1.3707219,0.040823568,0
0.7404423,-0.5327746,-0.14007992,-0.98027915,1.1155876,1.4149958,1.3701847,-0.10916864,1.3223583,0.49703902,-0.002876308,1.1512187,0.15368156,0
0.5499093,1.4453516,-0.8653266,-0.18777421,-0.6591826,0.328902,0.73753583,-0.68776244,-0.17958765,-0.33817393,-0.18765731,0.59514374,0.927565,0
1.1469126,-0.36560905,0.9287046,-1.3460506,0.06387188,1.570152,1.6502095,-1.514325,0.20463106,0.1810125,-0.32624307,1.4146225,1.1210358,0
0.33397192,1.5753694,-0.21642166,-0.5840267,0.19533634,0.6236989,0.6856794,-0.27448115,0.13477312,-0.3020566,-0.6034146,0.59514374,-0.21713758,0
0.09263018,-0.47705278,-0.94166833,-0.7364315,0.45826524,1.1822615,1.0694171,-0.6051062,0.7809591,0.0049405764,-0.32624307,1.1073179,0.44388786,0
1.5660851,1.6310911,0.35614148,-0.15729325,0.72119415,0.949527,0.706422,-0.43979365,-0.5812709,0.09523387,-0.3724383,1.0780509,1.0726682,0
1.7820225,1.2131772,-0.25459254,-1.041241,0.12960412,1.570152,1.2457291,-0.68776244,1.060391,-0.05826473,0.41288096,1.2390199,1.0243005,0
1.172317,-0.56063557,-0.8653266,-1.041241,0.06387188,1.3374177,1.4738976,-1.1837,0.97306854,0.48349503,-0.18765731,1.0780509,0.7663393,0
1.426361,-0.24487832,0.20345797,-0.18777421,0.19533634,0.7943708,0.9864468,-0.27448115,1.3922162,0.5286417,0.5514667,0.22930497,1.0081779,0
1.2231258,-0.5142007,-0.2927634,-0.6145076,0.5239975,0.9960739,1.6294669,-0.27448115,0.8682816,1.7476012,0.782443,0.7414792,1.6530807,0
0.09263018,-0.5142007,-1.1706935,-2.1385555,-0.5277182,0.7478239,1.349442,-1.514325,2.3178341,0.98010814,0.782443,0.46344176,1.2983842,0
1.0834016,-0.5884965,0.9668755,-0.6754695,-0.3962537,0.328902,1.0590459,-1.1010437,1.2350358,0.2577618,1.336786,1.1365851,1.6692033,0
1.0706993,-0.49562672,0.27979973,-1.6508602,0.72119415,2.5476365,1.8368927,-0.27448115,0.50152737,0.91238815,0.2742952,0.97561604,1.4273647,0
1.0071884,-0.35632205,1.2722425,-0.7059505,0.98412305,1.1822615,0.85162,0.30411264,0.1697021,0.57378834,0.8286382,0.49270886,2.0238998,0
0.9690818,-0.56992257,-0.36910516,-0.9193172,1.1813197,0.5616364,0.96570426,-1.1837,0.06491517,0.37062842,-0.14146206,0.8878147,1.0081779,0
0.7404423,-0.5142007,0.43248323,0.33040208,1.0498554,1.120199,0.84124875,-1.2663562,1.5144676,0.551215,0.13570945,0.63904434,1.2016487,0
1.5787873,-0.5420616,-0.17825079,-0.94979817,1.1813197,1.492574,1.0694171,-0.7704187,0.7809591,0.60990566,-0.049071558,1.0487838,0.71797156,0
0.39748293,-0.2913132,1.2722425,-0.7973934,0.12960412,1.1822615,1.3079568,-0.3571374,0.13477312,0.43834838,0.5514667,0.36100692,1.6853259,0
0.9436774,-0.79281,0.58516675,-0.82787436,0.5239975,1.8028865,1.7642937,-1.3490125,0.79842365,0.79952157,-0.2800478,0.40490758,1.7336936,0
-0.77111924,-1.2478719,-3.766313,-2.6872127,-0.7906471,-0.40033242,-1.4508067,-0.6051062,-2.0308232,-1.3900908,0.4590762,-1.1316152,-0.7330599,1
-0.821928,-1.0992802,-0.25459254,-1.041241,0.06387188,-0.29172304,-0.91149956,2.2878628,-2.0482879,-0.79415506,1.3829812,-1.3511184,-0.21713758,1
-0.42815992,-0.85781884,-1.2470353,-0.7973934,-0.0018603461,-0.33826992,-0.5796182,1.4613003,-1.6815336,0.32548177,0.13570945,-1.4681869,-0.9587759,1
0.8801664,-0.9599756,-1.6287441,-0.43162188,-0.3962537,-0.21414492,-0.18550915,-0.27448115,-1.4894242,-0.5548778,1.2905908,-0.19506799,-0.37836328,1
-0.77111924,-1.0714194,-0.712643,-0.1268123,-0.85637933,1.9580427,1.17313,-1.3490125,0.50152737,-0.26142463,1.2443955,0.40490758,-1.0555112,1
-1.0251632,-0.7742361,0.6996794,-0.1268123,0.26106855,-0.5399731,-0.2269943,0.80005014,-0.96548957,-0.9386243,2.3068862,-0.53163964,-1.2651048,1
-0.77111924,-0.99712354,0.814192,-0.40114093,-0.1333248,0.28235513,0.706422,0.13880013,0.8682816,-0.19370466,1.1058097,-0.4292048,-0.2235866,1
0.16884336,-1.1828631,-2.4685032,-1.3460506,-1.4479693,1.1512302,1.2561004,-0.7704187,1.2175714,0.12232186,0.782443,0.8585476,-0.7911011,1
-0.77111924,-1.0342715,-1.6287441,0.05607346,-1.4479693,-0.19862929,0.032287985,-0.68776244,-0.9480251,-0.15758735,0.782443,1.2975541,-0.765305,1
0.46099392,-1.2478719,0.050774466,-0.7364315,0.6554619,0.453027,-0.69370246,1.6266127,-2.0308232,-0.8393017,0.32049045,-0.97064614,0.008578425,1
